,pubmed_id,value,class,id_ontology
3318,7422429,Wiskott-Aldrich syndrome,SpecificDisease,D014923
3319,7422429,nephropathy,SpecificDisease,D007674
3320,7422429,renal failure,SpecificDisease,D051437
3321,7422429,renal failure,SpecificDisease,D051437
3322,7422429,renal failure,SpecificDisease,D051437
3323,7422429,Wiskott-Aldrich syndrome,SpecificDisease,D014923
3324,7422429,renal disease,SpecificDisease,D007674
3328,7795596,Aniridia,Modifier,D015783
3329,7795596,aniridia,SpecificDisease,D015783
3330,7795596,absence of iris,SpecificDisease,D015783
3331,7795596,aniridia,Modifier,D015783
3335,7962532,cholesteryl ester transfer protein deficiency,SpecificDisease,OMIM:143470
3336,7962532,cholesteryl ester transfer protein (CETP) deficiency,SpecificDisease,OMIM:143470
3337,7962532,CETP deficiency,SpecificDisease,OMIM:143470
3338,7962532,genetic deficiency,Modifier,D030342
3342,3377761,X-linked glucose-6-phosphate dehydrogenase deficiency,SpecificDisease,D005955
3343,3377761,X-linked glucose-6-phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,D005955
3344,3377761,X-linked G6PD deficiency,SpecificDisease,D005955
3348,10798358,nonketotic hyperglycinemia,SpecificDisease,D020158
3349,10798358,nonketotic hyperglycinemia,SpecificDisease,D020158
3350,10798358,NKH,SpecificDisease,D020158
3351,10798358,in-born error of metabolism,DiseaseClass,D008661
3352,10798358,neurological disturbance,DiseaseClass,D009461
3353,10798358,NKH,SpecificDisease,D020158
3354,10798358,NKH,SpecificDisease,D020158
3355,10798358,NKH,SpecificDisease,D020158
3359,8589721,Growth retardation,DiseaseClass,D006130
3360,8589721,tumour,Modifier,D009369
3363,8589721,breast and ovarian cancer,Modifier,D001943|D010051
3364,8589721,colon or lung cancer,Modifier,D003110|D008175
3365,8589721,breast cancer,Modifier,D001943
3366,8589721,ovarian cancer,Modifier,D010051
3367,8589721,MCF-7 tumours,DiseaseClass,D009369
3368,8589721,MCF-7 tumours,DiseaseClass,D009369
3369,8589721,tumour,Modifier,D009369
3373,126380,ankylosing spondylitis,SpecificDisease,D013167
3374,126380,Ankylosing spondylitis,SpecificDisease,D013167
3375,126380,ankylosing spondylitis,SpecificDisease,D013167
3376,126380,ankylosing spondylitis,SpecificDisease,D013167
3380,7663517,hereditary breast and ovarian cancer,Modifier,D061325
3381,7663517,breast and/or ovarian cancer,Modifier,D001943|D010051
3385,1376553,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
3386,1376553,Pelizaeus-merzbacher disease,SpecificDisease,OMIM:312080
3387,1376553,PMD,SpecificDisease,OMIM:312080
3388,1376553,PMD,SpecificDisease,OMIM:312080
3392,7390473,G6PD deficiency,SpecificDisease,D005955
3396,10381492,hereditary hemochromatosis,SpecificDisease,D006432
3397,10381492,hemochromatosis,Modifier,D006432
3398,10381492,hereditary hemochromatosis,SpecificDisease,D006432
3402,2209091,Friedreich ataxia,Modifier,D005621
3403,2209091,Friedreich ataxia,Modifier,D005621
3407,10470286,neurofibrosarcomas,SpecificDisease,D018319
3408,10470286,tumor,Modifier,D009369
3409,10470286,solid tumors,DiseaseClass,D009369
3410,10470286,gastric cancers,SpecificDisease,D013274
3411,10470286,esophageal cancers,SpecificDisease,D004938
3413,10470286,neurofibrosarcomas,SpecificDisease,D018319
3414,10470286,tumor,Modifier,D009369
3415,10470286,esophageal cancers,SpecificDisease,D004938
3416,10470286,glioma,SpecificDisease,D005910
3417,10470286,glioblastomas,SpecificDisease,D005909
3418,10470286,neurofibrosarcoma,Modifier,D018319
3419,10470286,neurofibrosarcoma,Modifier,D018319
3420,10470286,neurofibrosarcoma,Modifier,D018319
3421,10470286,neurofibrosarcoma,SpecificDisease,D018319
3422,10470286,neurofibrosarcoma,SpecificDisease,D018319
3426,7833921,essential fructosuria,SpecificDisease,C538068
3427,7833921,Essential fructosuria,SpecificDisease,C538068
3428,7833921,inborn errors of metabolism,DiseaseClass,D008661
3429,7833921,deficiency of hepatic fructokinase,SpecificDisease,C538068
3430,7833921,essential fructosuria,SpecificDisease,C538068
3431,7833921,essential fructosuria,SpecificDisease,C538068
3432,7833921,fructosuria,DiseaseClass,C538068
3436,10449794,ataxia-telangiectasia,Modifier,D001260
3437,10449794,Ataxia-telangiectasia,SpecificDisease,D001260
3438,10449794,A-T,SpecificDisease,D001260
3439,10449794,cancer,DiseaseClass,D009369
3440,10449794,neurodegeneration,DiseaseClass,D019636
3441,10449794,A-T,SpecificDisease,D001260
3442,10449794,A-T,Modifier,D001260
3443,10449794,A-T,SpecificDisease,D001260
3444,10449794,A-T,Modifier,D001260
3448,6604602,Bechterew's syndrome,SpecificDisease,D013167
3449,6604602,ankylosing spondylitis,SpecificDisease,D013167
3450,6604602,ankylosing spondylitis,SpecificDisease,D013167
3451,6604602,ankylosing spondylitis,SpecificDisease,D013167
3452,6604602,psoriatic arthropathy,SpecificDisease,D015535
3453,6604602,entero-arthropathy,SpecificDisease,C538273+D001168
3454,6604602,sacro-iliitis,SpecificDisease,D058566
3455,6604602,psoriasis,SpecificDisease,D011565
3456,6604602,psoriasis,SpecificDisease,D011565
3457,6604602,sacro-iliitis,SpecificDisease,D058566
3458,6604602,psoriasis,SpecificDisease,D011565
3459,6604602,acute anterior uveitis,SpecificDisease,D014606
3460,6604602,arthropathy,SpecificDisease,D007592
3461,6604602,inflammatory bowel disease,SpecificDisease,D015212
3462,6604602,HEREDITARY MULTIFOCAL RELAPSING INFLAMMATION,SpecificDisease,D007249+D030342
3463,6604602,HEMRI,SpecificDisease,D007249+D030342
3464,6604602,Ankylosing spondylitis,SpecificDisease,D013167
3465,6604602,psoriatic arthropathy,SpecificDisease,D015535
3466,6604602,entero-arthropathy,SpecificDisease,C538273+D007592
3470,1315306,Huntington disease,Modifier,D006816
3471,1315306,retinal degeneration,Modifier,D012162
3472,1315306,hereditary retinopathies,DiseaseClass,D015785
3473,1315306,Huntington disease,Modifier,D006816
3474,1315306,HD,Modifier,D006816
3475,1315306,HD,Modifier,D006816
3476,1315306,HD,Modifier,D006816
3480,777027,Hereditary deficiency of the fifth component of complement,SpecificDisease,OMIM:609536
3481,777027,C5-deficient,Modifier,OMIM:609536
3482,777027,hereditary deficiency of the fifth component of complement,SpecificDisease,OMIM:609536
3483,777027,C5-deficient,Modifier,OMIM:609536
3484,777027,C5D,Modifier,OMIM:609536
3485,777027,C5D,Modifier,OMIM:609536
3486,777027,systemic lupus erythematosus,SpecificDisease,D008180
3487,777027,C5 deficiency,SpecificDisease,OMIM:609536
3488,777027,C5D,Modifier,OMIM:609536
3489,777027,C5D,Modifier,OMIM:609536
3490,777027,paroxysmal nocturnal hemoglobinuria,SpecificDisease,D006457
3494,10807793,familial Mediterranean fever,SpecificDisease,D010505
3495,10807793,Familial Mediterranean fever,SpecificDisease,D010505
3496,10807793,FMF,SpecificDisease,D010505
3497,10807793,recessive disorder,DiseaseClass,D030342
3498,10807793,fever,DiseaseClass,D005334
3499,10807793,neutrophil-mediated serosal inflammation,SpecificDisease,D007249
3500,10807793,FMF,SpecificDisease,D010505
3501,10807793,tumor,Modifier,D009369
3505,10556283,cancer,DiseaseClass,D009369
3506,10556283,tumor,Modifier,D009369
3507,10556283,malignant rhabdoid tumors,DiseaseClass,D018335
3508,10556283,tumors,DiseaseClass,D009369
3509,10556283,rhabdoid tumors,DiseaseClass,D018335
3510,10556283,tumors,DiseaseClass,D009369
3511,10556283,choroid plexus carcinomas,SpecificDisease,D020288
3512,10556283,neuroectodermal tumors,DiseaseClass,D017599
3513,10556283,medulloblastomas,SpecificDisease,D008527
3514,10556283,breast cancers,SpecificDisease,D001943
3515,10556283,Wilms tumors,SpecificDisease,D009396
3516,10556283,gliomas,SpecificDisease,D005910
3517,10556283,ependymomas,SpecificDisease,D004806
3518,10556283,sarcomas,DiseaseClass,D012509
3519,10556283,tumor,Modifier,D009369
3520,10556283,rhabdoid tumors,DiseaseClass,D018335
3521,10556283,choroid plexus carcinomas,SpecificDisease,D020288
3522,10556283,medulloblastomas,SpecificDisease,D008527
3523,10556283,cancers,DiseaseClass,D009369
3524,10556283,rhabdoid,Modifier,D018335
3528,624546,glucose-6-phosphate dehydrogenase deficiency,SpecificDisease,D005955
3529,624546,Glucose-6-phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,D005955
3530,624546,G6PD deficiency,SpecificDisease,D005955
3534,1302032,Fragile X syndrome,SpecificDisease,D005600
3535,1302032,fragile X syndrome,SpecificDisease,D005600
3536,1302032,fragile X,SpecificDisease,D005600
3537,1302032,fragile X,Modifier,D005600
3538,1302032,fragile X,SpecificDisease,D005600
3539,1302032,fragile X syndrome,SpecificDisease,D005600
3543,10589394,Van der Woude syndrome,SpecificDisease,C536528
3544,10589394,Van der Woude syndrome,SpecificDisease,C536528
3545,10589394,VWS,SpecificDisease,C536528
3546,10589394,autosomal dominant craniofacial disorder,DiseaseClass,D019465
3547,10589394,cleft lip,SpecificDisease,D002971
3548,10589394,cleft palate,SpecificDisease,D002972
3549,10589394,lip pits,SpecificDisease,C536528
3550,10589394,hypodontia,SpecificDisease,D000848
3551,10589394,VWS,Modifier,C536528
3552,10589394,VWS,Modifier,C536528
3553,10589394,VWS,Modifier,C536528
3554,10589394,VWS,Modifier,C536528
3555,10589394,VWS,Modifier,C536528
3556,10589394,VWS,Modifier,C536528
3557,10589394,VWS,SpecificDisease,C536528
3561,7550349,inherited breast cancer,SpecificDisease,D061325
3563,7550349,breast cancer,SpecificDisease,D001943
3564,7550349,ovarian cancer,SpecificDisease,D010051
3566,7550349,cancer,DiseaseClass,D009369
3567,7550349,cancer,DiseaseClass,D009369
3572,8460149,hypobetalipoproteinemia,SpecificDisease,D006995
3573,8460149,developmental abnormalities,DiseaseClass,D006130
3574,8460149,Familial hypobetalipoproteinemia,SpecificDisease,D052476
3575,8460149,autosomal codominant disorder,DiseaseClass,D030342
3576,8460149,hypobetalipoproteinemia,SpecificDisease,D006995
3577,8460149,coronary vascular disease,DiseaseClass,D003323
3578,8460149,hypobetalipoproteinemia,SpecificDisease,D006995
3579,8460149,hypobetalipoproteinemia,SpecificDisease,D006995
3580,8460149,chylomicronemia,SpecificDisease,OMIM:238600
3581,8460149,exencephalus,SpecificDisease,D009436
3582,8460149,hydrocephalus,SpecificDisease,D006849
3583,8460149,hypobetalipoproteinemia,SpecificDisease,D006995
3584,8460149,atherogenesis,DiseaseClass,D050197
3585,8460149,exencephalus,SpecificDisease,D009436
3586,8460149,hydrocephalus,SpecificDisease,D006849
3590,10398279,prostate cancer,SpecificDisease,D011471
3591,10398279,hereditary breast cancer,SpecificDisease,D001943
3592,10398279,prostate cancer,SpecificDisease,D011471
3593,10398279,prostate cancer,SpecificDisease,D011471
3594,10398279,prostate cancer,Modifier,D011471
3595,10398279,prostate cancer,SpecificDisease,D011471
3596,10398279,prostate cancer,Modifier,D011471
3598,10398279,prostate cancer,SpecificDisease,D011471
3602,3565372,hereditary non-spherocytic hemolytic anemia,SpecificDisease,D000746
3603,3565372,hereditary nonspherocytic hemolytic anemia,SpecificDisease,D000746
3604,3565372,HNSHA,SpecificDisease,D000746
3605,3565372,G6PD deficiency,SpecificDisease,D005955
3606,3565372,HNSHA,SpecificDisease,D000746
3607,3565372,G6PD deficiency,SpecificDisease,D005955
3611,6650504,Tay-Sachs disease,Modifier,D013661
3612,6650504,Tay-Sachs disease,Modifier,D013661
3613,6650504,TSD,Modifier,D013661
3614,6650504,TSD,Modifier,D013661
3615,6650504,TSD,Modifier,D013661
3616,6650504,TSD,Modifier,D013661
3617,6650504,TSD,Modifier,D013661
3618,6650504,TSD,Modifier,D013661
3619,6650504,TSD,Modifier,D013661
3620,6650504,TSD,Modifier,D013661
3624,8533757,breast cancer,SpecificDisease,D001943
3626,8533757,breast cancer,SpecificDisease,D001943
3627,8533757,ovarian cancer,SpecificDisease,D010051
3628,8533757,breast cancer,SpecificDisease,D001943
3629,8533757,ovarian cancer,SpecificDisease,D010051
3630,8533757,prostatic cancer,SpecificDisease,D011471
3631,8533757,breast cancer,SpecificDisease,D001943
3632,8533757,breast cancer,SpecificDisease,D001943
3633,8533757,ovarian cancer,SpecificDisease,D010051
3634,8533757,breast cancers,SpecificDisease,D001943
3638,10767343,DM,Modifier,D009223
3639,10767343,Myotonic dystrophy,SpecificDisease,D009223
3640,10767343,DM,SpecificDisease,D009223
3641,10767343,DM,Modifier,D009223
3642,10767343,DM,Modifier,D009223
3643,10767343,DM,Modifier,D009223
3644,10767343,DM,SpecificDisease,D009223
3645,10767343,DM,Modifier,D009223
3649,133535,C2 deficiency,SpecificDisease,OMIM:217000
3650,133535,C2 deficiency,SpecificDisease,OMIM:217000
3651,133535,C2-deficient,Modifier,OMIM:217000
3652,133535,Hodgkins disease,SpecificDisease,D006689
3653,133535,C2 deficiency,SpecificDisease,OMIM:217000
3654,133535,C2 deficiency,SpecificDisease,OMIM:217000
3658,10051007,Huntington disease,SpecificDisease,D006816
3659,10051007,Huntington disease,SpecificDisease,D006816
3660,10051007,HD,SpecificDisease,D006816
3661,10051007,HD,Modifier,D006816
3662,10051007,Alzheimer disease,SpecificDisease,D000544
3663,10051007,neurological diseases,DiseaseClass,D020271
3664,10051007,HD,Modifier,D006816
3665,10051007,HD,Modifier,D006816
3666,10051007,HD,SpecificDisease,D006816
3667,10051007,neurodegeneration,DiseaseClass,D019636
3668,10051007,HD,SpecificDisease,D006816
3672,1978564,familial adenomatous polyposis,SpecificDisease,D011125
3673,1978564,familial adenomatous polyposis,SpecificDisease,D011125
3674,1978564,FAP,SpecificDisease,D011125
3675,1978564,FAP,Modifier,D011125
3676,1978564,colorectal carcinomas,SpecificDisease,D015179
3677,1978564,FAP,SpecificDisease,D011125
3678,1978564,APC,Modifier,D011125
3679,1978564,FAP,SpecificDisease,D011125
3680,1978564,APC,Modifier,D011125
3681,1978564,colorectal cancer,SpecificDisease,D015179
3685,8370681,Autosomal dominant neurohypophyseal diabetes insipidus,SpecificDisease,OMIM:125700
3686,8370681,diabetes insipidus,DiseaseClass,D003919
3687,8370681,diabetes insipidus,DiseaseClass,D003919
3688,8370681,autosomal dominant neurohypophyseal diabetes insipidus,SpecificDisease,OMIM:125700
3692,8259519,APC tumor,Modifier,D011125
3693,8259519,colorectal cancer,SpecificDisease,D015179
3694,8259519,APC,Modifier,D011125
3695,8259519,APC,SpecificDisease,D011125
3696,8259519,tumor,Modifier,D009369
3700,2703233,Myotonic dystrophy,SpecificDisease,D009223
3701,2703233,myotonic dystrophy,SpecificDisease,D009223
3702,2703233,DM,SpecificDisease,D009223
3703,2703233,myotonic dystrophy,Modifier,D009223
3704,2703233,myotonic dystrophy,SpecificDisease,D009223
3708,7767095,myotonic dystrophy,Modifier,D009223
3709,7767095,myotonic dystrophy,Modifier,D009223
3710,7767095,DM,Modifier,D009223
3711,7767095,DM,Modifier,D009223
3712,7767095,DM,SpecificDisease,D009223
3713,7767095,DM,Modifier,D009223
3717,10554035,von Hippel-Lindau,Modifier,D006623
3718,10554035,VHL,Modifier,D006623
3719,10554035,VHL,Modifier,D006623
3720,10554035,von Hippel-Lindau (VHL) disease,SpecificDisease,D006623
3721,10554035,autosomal dominantly inherited cancer syndrome,DiseaseClass,D009386
3722,10554035,tumor,Modifier,D009369
3723,10554035,hemangioblastomas,DiseaseClass,D018325
3724,10554035,hemangioblastomas,DiseaseClass,D018325
3725,10554035,renal cell carcinomas,SpecificDisease,D002292
3727,10554035,pheochromocytomas,DiseaseClass,D010673
3728,10554035,endolymphatic sac tumors,DiseaseClass,D036821
3729,10554035,epididymal cystadenomas,DiseaseClass,D003537
3730,10554035,VHL,Modifier,D006623
3731,10554035,VHL,Modifier,D006623
3732,10554035,VHL,Modifier,D006623
3733,10554035,VHL,Modifier,D006623
3734,10554035,VHL,Modifier,D006623
3735,10554035,VHL,Modifier,D006623
3736,10554035,VHL,Modifier,D006623
3737,10554035,VHL,Modifier,D006623
3738,10554035,VHL,Modifier,D006623
3739,10554035,VHL,Modifier,D006623
3740,10554035,VHL,Modifier,D006623
3741,10554035,VHL,Modifier,D006623
3742,10554035,VHL gene abnormality,SpecificDisease,D006623
3746,7481765,breast cancer,SpecificDisease,D001943
3747,7481765,tumor,Modifier,D009369
3748,7481765,breast and ovarian cancer,Modifier,D001943|D010051
3749,7481765,breast cancer,Modifier,D001943
3750,7481765,BRCA1 abnormalities,DiseaseClass,OMIM:604370
3751,7481765,breast cancers,SpecificDisease,D001943
3755,107868,ankylosing spondylitis,SpecificDisease,D013167
3756,107868,ankylosing spondylitis,SpecificDisease,D013167
3757,107868,AS,SpecificDisease,D013167
3758,107868,peripheral arthritis,SpecificDisease,D001168
3759,107868,peripheral psoriatic arthritis,SpecificDisease,D015535
3760,107868,ankylosing spondylitis,SpecificDisease,D013167
3761,107868,ulcerative colitis,SpecificDisease,D003093
3762,107868,ulcerative colitis,SpecificDisease,D003093
3763,107868,ankylosing spondylitis,SpecificDisease,D013167
3764,107868,psoriasis,SpecificDisease,D011565
3765,107868,inflammatory bowel disease,SpecificDisease,D015212
3766,107868,ankylosing spondylitis,SpecificDisease,D013167
3767,107868,spondylitis,SpecificDisease,D013166
3768,107868,ulcerative colitis,SpecificDisease,D003093
3769,107868,spondylitis,SpecificDisease,D013166
3770,107868,ankylosing spondylitis,SpecificDisease,D013167
3771,107868,ankylosing spondylitis,SpecificDisease,D013167
3775,7858169,metachromatic leukodystrophy,SpecificDisease,D007966
3776,7858169,Metachromatic Leukodystrophy,SpecificDisease,D007966
3777,7858169,MLD,SpecificDisease,D007966
3778,7858169,neurodegenerative disease,DiseaseClass,D019636
3779,7858169,MLD,SpecificDisease,D007966
3780,7858169,MLD,SpecificDisease,D007966
3781,7858169,MLD,SpecificDisease,D007966
3782,7858169,MLD,SpecificDisease,D007966
3783,7858169,MLD,SpecificDisease,D007966
3787,10982189,APC tumor,Modifier,D011125
3788,10982189,familial adenomatous polyposis,SpecificDisease,D011125
3789,10982189,adenomatous polyposis coli (APC) tumor,Modifier,D011125
3790,10982189,hereditary colorectal cancer syndrome,SpecificDisease,D015179
3791,10982189,familial adenomatous polyposis,SpecificDisease,D011125
3792,10982189,FAP,SpecificDisease,D011125
3793,10982189,APC,Modifier,D011125
3794,10982189,FAP,Modifier,D011125
3795,10982189,FAP,Modifier,D011125
3796,10982189,APC,Modifier,D011125
3797,10982189,APC,Modifier,D011125
3801,8075631,Familial male breast cancer,SpecificDisease,D018567
3802,8075631,Breast cancer,SpecificDisease,D001943
3803,8075631,male breast cancer,SpecificDisease,D018567
3804,8075631,hereditary breast and ovarian cancer,Modifier,D061325
3805,8075631,breast cancer,SpecificDisease,D001943
3806,8075631,male breast cancer,SpecificDisease,D018567
3807,8075631,male breast cancer,SpecificDisease,D018567
3811,8528200,Machado-Joseph disease,SpecificDisease,D017827
3812,8528200,Machado-Joseph disease,SpecificDisease,D017827
3813,8528200,MJD,SpecificDisease,D017827
3814,8528200,MJD,SpecificDisease,D017827
3815,8528200,MJD,Modifier,D017827
3816,8528200,MJD,SpecificDisease,D017827
3817,8528200,MJD,SpecificDisease,D017827
3818,8528200,Huntington disease,SpecificDisease,D006816
3819,8528200,HD,SpecificDisease,D006816
3820,8528200,HD,SpecificDisease,D006816
3821,8528200,MJD,SpecificDisease,D017827
3825,3674116,Prader-Willi syndrome,SpecificDisease,D011218
3826,3674116,Prader-Willi syndrome,SpecificDisease,D011218
3827,3674116,PWS,SpecificDisease,D011218
3828,3674116,PWS,SpecificDisease,D011218
3829,3674116,PWS,SpecificDisease,D011218
3833,7759075,familial breast cancer,SpecificDisease,D001943
3834,7759075,breast cancer,Modifier,D001943
3835,7759075,breast/ovarian cancer,Modifier,D061325
3836,7759075,breast cancer,Modifier,D001943
3837,7759075,ovarian cancer,SpecificDisease,D010051
3839,7759075,breast cancer,Modifier,D001943
3840,7759075,breast-ovarian cancer,Modifier,D061325
3845,1999339,Glucose-6-phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,D005955
3846,1999339,G6PD deficiency,SpecificDisease,D005955
3850,10924409,APC,Modifier,D011125
3851,10924409,attenuated familial adenomatous polyposis,SpecificDisease,C538265
3852,10924409,adenomatous polyposis coli (APC) tumor,Modifier,D011125
3853,10924409,familial adenomatous polyposis,SpecificDisease,D011125
3854,10924409,FAP,SpecificDisease,D011125
3855,10924409,FAP,SpecificDisease,D011125
3856,10924409,benign colorectal tumors,SpecificDisease,D015179
3857,10924409,colorectal cancer,SpecificDisease,D015179
3858,10924409,APC,Modifier,D011125
3859,10924409,attenuated FAP,Modifier,C538265
3860,10924409,AFAP,Modifier,C538265
3861,10924409,tumors,DiseaseClass,D009369
3862,10924409,APC,Modifier,D011125
3863,10924409,AFAP,SpecificDisease,C538265
3864,10924409,AFAP,SpecificDisease,C538265
3865,10924409,AFAP,SpecificDisease,C538265
3866,10924409,APC,Modifier,D011125
3867,10924409,tumor,Modifier,D009369
3868,10924409,APC,Modifier,D011125
3869,10924409,colorectal tumors,SpecificDisease,D015179
3870,10924409,tumors,DiseaseClass,D009369
3871,10924409,colorectal tumors,SpecificDisease,D015179
3872,10924409,FAP,SpecificDisease,D011125
3873,10924409,APC,Modifier,D011125
3874,10924409,colorectal tumors,SpecificDisease,D015179
3878,1334370,WAGR,Modifier,D017624
3879,1334370,WAGR,Modifier,D017624
3880,1334370,Wilms tumor,Modifier,D009396
3881,1334370,aniridia,Modifier,D015783
3882,1334370,genitourinary abnormalities,Modifier,D014564
3883,1334370,mental retardation,Modifier,D008607
3884,1334370,aniridia,SpecificDisease,D015783
3885,1334370,Wilms tumor,SpecificDisease,D009396
3886,1334370,aniridia,SpecificDisease,D015783
3887,1334370,aniridia,Modifier,D015783
3888,1334370,Wilms tumor,Modifier,D009396
3889,1334370,WAGR,Modifier,D017624
3890,1334370,Wilms tumor,SpecificDisease,D009396
3891,1334370,aniridia,Modifier,D015783
3892,1334370,aniridia,Modifier,D015783
3893,1334370,aniridia,Modifier,D015783
3894,1334370,aniridia,Modifier,D015783
3898,8279472,Wilson disease,SpecificDisease,D006527
3899,8279472,Wilson disease,SpecificDisease,D006527
3900,8279472,Wilson disease,Modifier,D006527
3901,8279472,WND,SpecificDisease,D006527
3902,8279472,WND,SpecificDisease,D006527
3903,8279472,WND,SpecificDisease,D006527
3904,8279472,WND,SpecificDisease,D006527
3905,8279472,Wilson disease,SpecificDisease,D006527
3909,10541953,Prader-Willi syndrome,SpecificDisease,D011218
3910,10541953,PWS,SpecificDisease,D011218
3911,10541953,Prader-Willi syndrome,SpecificDisease,D011218
3912,10541953,PWS,SpecificDisease,D011218
3913,10541953,PWS,Modifier,D011218
3917,8522307,von Hippel-Lindau,Modifier,D006623
3918,8522307,papillary cystadenoma of the epididymis,SpecificDisease,D018292
3919,8522307,Papillary cystadenoma of the epididymis,SpecificDisease,D018292
3920,8522307,von Hippel-Lindau (VHL) disease,SpecificDisease,D006623
3921,8522307,VHL,Modifier,D006623
3922,8522307,papillary cystadenoma of the epididymis,SpecificDisease,D018292
3923,8522307,metastatic renal cell carcinoma,SpecificDisease,C538445
3924,8522307,papillary cystadenoma,SpecificDisease,D018292
3925,8522307,renal cell carcinoma,SpecificDisease,D002292
3926,8522307,von Hippel-Lindau disease,Modifier,D006623
3927,8522307,VHL,Modifier,D006623
3928,8522307,VHL,Modifier,D006623
3929,8522307,tumors,DiseaseClass,D009369
3930,8522307,VHL,Modifier,D006623
3931,8522307,tumor,Modifier,D009369
3932,8522307,VHL,Modifier,D006623
3933,8522307,cystadenomas of the epididymis,SpecificDisease,D003537
3937,7825586,breast-ovarian cancer,Modifier,D061325
3938,7825586,Breast Cancer,Modifier,D001943
3939,7825586,breast-ovary cancer-family syndrome,SpecificDisease,D061325
3941,7825586,breast-ovary cancer,Modifier,D061325
3943,7825586,breast cancer,SpecificDisease,D001943
3944,7825586,ovarian cancer,SpecificDisease,D010051
3945,7825586,ovarian cancer,SpecificDisease,D010051
3946,7825586,male breast cancer,SpecificDisease,D018567
3947,7825586,male breast cancer,SpecificDisease,D018567
3948,7825586,ovarian cancers,SpecificDisease,D010051
3949,7825586,breast-ovarian cancer-family syndrome,SpecificDisease,D061325
3950,7825586,breast cancer,SpecificDisease,D001943
3951,7825586,ovarian cancer,SpecificDisease,D010051
3955,4019732,van der Woude syndrome,SpecificDisease,C536528
3956,4019732,van der Woude syndrome,SpecificDisease,C536528
3957,4019732,VWS,SpecificDisease,C536528
3958,4019732,oral cleft,SpecificDisease,D002971|D002972
3959,4019732,cleft palate,SpecificDisease,D002972
3960,4019732,CP,SpecificDisease,D002972
3961,4019732,cleft lip,SpecificDisease,D002971
3962,4019732,CP,SpecificDisease,D002972
3963,4019732,CLP,SpecificDisease,D002971
3964,4019732,lip pits,SpecificDisease,C536528
3965,4019732,fistulae,SpecificDisease,D005402
3966,4019732,CLP,SpecificDisease,D002971
3967,4019732,CP,SpecificDisease,D002972
3968,4019732,VWS,SpecificDisease,C536528
3969,4019732,CLP,SpecificDisease,D002971
3970,4019732,CP,SpecificDisease,D002972
3971,4019732,CP,SpecificDisease,D002972
3972,4019732,CLP,SpecificDisease,D002971
3973,4019732,VWS,SpecificDisease,C536528
3974,4019732,Lip pits,SpecificDisease,C536528
3975,4019732,VWS,SpecificDisease,C536528
3976,4019732,VWS,SpecificDisease,C536528
3977,4019732,VWS,Modifier,C536528
3978,4019732,lip pits,SpecificDisease,C536528
3979,4019732,lip pits,SpecificDisease,C536528
3980,4019732,VWS,SpecificDisease,C536528
3981,4019732,VWS,Modifier,C536528
3985,2491010,Duchenne muscular dystrophy,Modifier,D020388
3986,2491010,DMD,Modifier,D020388
3987,2491010,Duchenne muscular dystrophy,SpecificDisease,D020388
3988,2491010,DMD,SpecificDisease,D020388
3989,2491010,Becker muscular dystrophy,SpecificDisease,C537666
3990,2491010,BMD,SpecificDisease,C537666
3991,2491010,DMD,Modifier,D020388
3992,2491010,DMD,SpecificDisease,D020388
3993,2491010,BMD,SpecificDisease,C537666
3994,2491010,BMD,Modifier,C537666
3995,2491010,DMD,Modifier,D020388
3996,2491010,BMD,Modifier,C537666
4000,10417279,Pelizaeus-Merzbacher Disease,SpecificDisease,OMIM:312080
4001,10417279,Brain Dysmyelinating Disease,DiseaseClass,D020279
4002,10417279,Pelizaeus-Merzbacher Disease,SpecificDisease,OMIM:312080
4003,10417279,PMD,SpecificDisease,D020371
4004,10417279,X-linked developmental defect of myelination,DiseaseClass,D020279
4005,10417279,PMD,SpecificDisease,D020371
4009,2569949,phenylketonuria,Modifier,D010661
4010,2569949,phenylketonuria,Modifier,D010661
4011,2569949,PKU,Modifier,D010661
4012,2569949,PKU,SpecificDisease,D010661
4016,7668252,VLCAD-deficient,Modifier,C536353
4017,7668252,VLCAD deficiency,SpecificDisease,C536353
4018,7668252,deficiency of the normal VLCAD protein,SpecificDisease,C536353
4019,7668252,VLCAD deficiency,SpecificDisease,C536353
4023,2601691,retinoblastoma (RB) tumor,SpecificDisease,D012175
4024,2601691,RB tumors,SpecificDisease,D012175
4025,2601691,RB tumors,SpecificDisease,D012175
4026,2601691,tumors,DiseaseClass,D009369
4027,2601691,RB tumors,SpecificDisease,D012175
4031,1505982,aniridia,SpecificDisease,D015783
4032,1505982,aniridia,SpecificDisease,D015783
4033,1505982,aniridia,SpecificDisease,D015783
4034,1505982,aniridia,SpecificDisease,D015783
4035,1505982,WAGR contiguous gene syndrome,SpecificDisease,D017624
4036,1505982,aniridia,SpecificDisease,D015783
4037,1505982,aniridia,SpecificDisease,D015783
4038,1505982,aniridia,SpecificDisease,D015783
4039,1505982,aniridia,Modifier,D015783
4040,1505982,aniridia,SpecificDisease,D015783
4041,1505982,aniridia,Modifier,D015783
4042,1505982,aniridia,Modifier,D015783
4046,3615198,phenylketonuria,SpecificDisease,D010661
