id,value,synthetic_class,1,abnormalities,autosomal,breast,c2,cancer,cancers,carcinomas,cell,colorectal,complement,congenital,deficiency,deficient,dehydrogenase,disease,disorder,disorders,dysplasia,dystrophy,familial,g6pd,hereditary,infections,inherited,linked,muscular,ovarian,protein,recessive,sporadic,syndrome,tumors,type,von
1157,demyelination,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,demyelination in the central and peripheral nervous system,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,demyelination of the central nervous system,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,demyelination of the cerebral white matter,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,dental abnormalities,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,dentatorubropallidoluysian atrophy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,depression,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,der () syndrome,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11376,0,0,0
1165,dermatofibrosarcoma protuberans,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,desmoid tumor,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,desmoid tumors,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0191,0,0
1168,desmoplastic small round cell tumors,DiseaseClass,0,0,0,0,0,0,0,0,1.04076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0191,0,0
1169,desmoplastic small round cell tumour,SpecificDisease,0,0,0,0,0,0,0,0,1.04076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,developmental abnormalities,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,developmental abnormalities of the cochlea,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,developmental abnormalities of the eye,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,developmental defects,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,developmental delay,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,developmental delays,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,developmental disorder,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,diabetes,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,diabetes insipidus,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,diabetes mellitus,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,diarrhea,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,diarrhoea,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,diastrophic dysplasia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,dietary iron deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,diffuse mesangial sclerosis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,diffuse thyroid enlargement,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,dihydropyrimidine dehydrogenase deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,1.03299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,diminished GALC activity,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,discoid lupus erythematosus,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,disorder of amino acid metabolism,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,disorder of glycoprotein metabolism,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,1.02044,0,0,0,0,0,0
1191,disorder of inappropriate apoptosis,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,disorder of lymphocyte homeostasis and immunological tolerance,CompositeMention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,displaced pupils,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,disseminated gonococcal infection,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,dominant myotonias,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,dominant non-dystrophic myotonias,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,dominantly inherited disease,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,1.05422,0,0,0,0,0,0,0,0,0,0
1198,dominantly inherited neurodegeneration,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05422,0,0,0,0,0,0,0,0,0,0
1199,dopa-responsive dystonia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,double layered patella,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,ductal carcinomas,SpecificDisease,0,0,0,0,0,0,0,1.03149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,dying-back axonopathy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,dysarthric speech,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,dyshormonogenic goiter,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,dysmorphic features,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,dysmyelinating disorder,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,dystonia,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,dystonias 1-12,CompositeMention,1.03001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,dystonic,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,dystrophia myotonica,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,dystrophic,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,dystrophic process,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,dystrophic syndrome,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11376,0,0,0
1214,dystrophin deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,dystrophinopathy,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,early death,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,ease of fatigue,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,ectopia pupillae,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,ectopic intracranial retinoblastoma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,eczema,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,elbow contractures,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,embryonic lethality,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,emphysema,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,encephalopathy,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,endocrinologic dysfunction,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,endolymphatic sac tumors,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0191,0,0
1227,endometrial cancer,SpecificDisease,0,0,0,0,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,endometrial carcinoma,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,endometrial carcinomas,SpecificDisease,0,0,0,0,0,0,0,1.03149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,enlarged vestibular aqueduct,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,entero-arthropathy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,enzyme deficiency,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,enzyme deficiency in G6PD,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,enzymopathy,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,ependymomas,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,epidermoid cysts,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,epididymal cystadenomas,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,episodic ataxia type 2,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04437,0
1239,episodic hemolytic anemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,erythema of the facial skin,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,erythrocytic G6PD deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,esophageal cancers,SpecificDisease,0,0,0,0,0,1.13009,1.04024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,essential fructosuria,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,estrogen receptor-positive breast carcinomas,SpecificDisease,0,0,0,1.07284,0,0,0,1.03149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,excess iron deposits,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,excessive alcohol consumption,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,exencephalus,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,extensor plantar responses,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,exudative retinal detachment,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,eye abnormalities,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,eye anomalies,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,facial angiofibromas,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,facial asymmetry,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,facial lesions,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,"facial, limb and genital abnormalities",CompositeMention,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,faciogenital dysplasia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,factor X deficiency,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,1.27601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,familial APC,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,familial Mediterranean fever,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,familial Paget disease of bone,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,familial adenomatous polyposis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,familial adenomatous polyposis coli,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,familial adenomatous polyposis syndrome,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,1.11376,0,0,0
1264,familial amyloidotic polyneuropathy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,familial and sporadic cancers,CompositeMention,0,0,0,0,0,1.13009,1.04024,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,1.02145,0,0,0,0
1266,familial aniridia,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,familial breast and ovarian cancer,CompositeMention,0,0,0,1.07284,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,1.06903,0,0,0,0,0,0,0
1268,familial breast and ovarian cancers,CompositeMention,0,0,0,1.07284,0,1.13009,1.04024,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,1.06903,0,0,0,0,0,0,0
1269,familial breast cancer,SpecificDisease,0,0,0,1.07284,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,familial breast/ovarian cancer,CompositeMention,0,0,0,1.07284,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,1.06903,0,0,0,0,0,0,0
1271,familial disorder,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,familial expansile osteolysis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,familial foveal dysplasia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01891,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,familial gastric cancer,SpecificDisease,0,0,0,0,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,familial hemiplegic migraine,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,familial hypertrophic cardiomyopathy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,familial mediterranean fever,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,familial melanoma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,familial neurohypophyseal diabetes insipidus,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,familial or sporadic bilateral retinoblastoma,CompositeMention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,1.02145,0,0,0,0
1281,familial polyposis,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,familial polyposis APC,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,familial polyposis coli,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,familial tumors,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,1.0191,0,0
1285,fat-cell tumours,DiseaseClass,0,0,0,0,0,0,0,0,1.04076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,fatal hemolysis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,fatal lymphoreticular disease,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,favism,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,fever,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,fibre degeneration,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,fibroepithelial or epithelial hyperplasias,CompositeMention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,fibrosis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,fish-eye disease,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,fistulae,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,focal dystonia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,foot deformity,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,foveal hypoplasia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,fragile X,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,fragile X mental retardation,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,fragile X syndrome,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11376,0,0,0
1301,frontonasal dysplasia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,fructosuria,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,fundus flavimaculatus,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,galactosemia,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,galactosemic,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
